t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label
5793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5802,2.00000000,10.00000000,8.00000000,0.00000000,2.00000000,0.00000000,1
5803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5808,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5812,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5820,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
5821,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5822,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5826,4.00000000,10.00000000,2.00000000,0.00000000,0.00000000,3.00000000,0
5827,12.00000000,30.00000000,2.00000000,0.00000000,0.00000000,11.00000000,0
5828,28.00000000,72.00000000,2.00000000,0.00000000,0.00000000,27.00000000,0
5829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5835,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5836,1.00000000,24.00000000,24.00000000,0.00000000,0.00000000,0.00000000,0
5837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5842,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5845,1.00000000,33.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1
5846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5848,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5849,3.00000000,7.00000000,9.00000000,0.00000000,1.00000000,0.00000000,1
5850,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5851,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5854,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1
5855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5858,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5864,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5866,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5868,1.00000000,10.00000000,9.00000000,0.00000000,1.00000000,0.00000000,1
5869,2.00000000,4.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1
5870,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
5871,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5873,1.00000000,254.00000000,345.00000000,0.00000000,1.00000000,0.00000000,0
5874,12.00000000,217.00000000,169.00000000,0.00000000,12.00000000,0.00000000,0
5875,2.00000000,40.00000000,41.00000000,0.00000000,2.00000000,0.00000000,0
5876,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
5877,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
5878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5879,6.00000000,11.00000000,1.00000000,0.00000000,0.00000000,5.00000000,0
5880,17.00000000,33.00000000,2.00000000,0.00000000,0.00000000,16.00000000,0
5881,12.00000000,24.00000000,0.00000000,0.00000000,0.00000000,12.00000000,0
5882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5888,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5892,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5893,1.00000000,6.00000000,4.00000000,0.00000000,1.00000000,0.00000000,1
5894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5896,6.00000000,531.00000000,879.00000000,1.00000000,3.00000000,1.00000000,0
5897,13.00000000,434.00000000,404.00000000,0.00000000,13.00000000,0.00000000,0
5898,13.00000000,404.00000000,369.00000000,0.00000000,13.00000000,0.00000000,0
5899,9.00000000,482.00000000,600.00000000,0.00000000,9.00000000,0.00000000,0
5900,10.00000000,219.00000000,196.00000000,0.00000000,7.00000000,2.00000000,0
5901,5.00000000,51.00000000,44.00000000,0.00000000,3.00000000,0.00000000,0
5902,3.00000000,6.00000000,0.00000000,0.00000000,0.00000000,3.00000000,0
5903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5904,11.00000000,22.00000000,11.00000000,0.00000000,0.00000000,6.00000000,0
5905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5906,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5907,5.00000000,8.00000000,7.00000000,0.00000000,0.00000000,3.00000000,0
5908,6.00000000,6.00000000,15.00000000,0.00000000,0.00000000,0.00000000,0
5909,1.00000000,52.00000000,59.00000000,0.00000000,1.00000000,0.00000000,0
5910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5911,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
5912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5914,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5918,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5920,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
5921,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5923,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5925,1.00000000,56.00000000,72.00000000,0.00000000,0.00000000,0.00000000,0
5926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5927,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5929,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5931,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5932,4.00000000,10.00000000,2.00000000,0.00000000,0.00000000,3.00000000,0
5933,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5934,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5935,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5936,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5938,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5939,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5941,3.00000000,7.00000000,9.00000000,0.00000000,1.00000000,0.00000000,1
5942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5943,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5944,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5945,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5956,1.00000000,16.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
5957,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5960,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
5961,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5963,4.00000000,18.00000000,16.00000000,0.00000000,1.00000000,0.00000000,1
5964,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5965,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1
5966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5969,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
5970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5972,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5989,1.00000000,5.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
5990,2.00000000,2.00000000,7.00000000,0.00000000,0.00000000,0.00000000,1
5991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5994,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5996,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5997,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
5999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6003,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
6004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6007,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
6008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6010,1.00000000,9.00000000,8.00000000,0.00000000,1.00000000,0.00000000,1
6011,2.00000000,4.00000000,7.00000000,0.00000000,0.00000000,0.00000000,1
6012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6013,3.00000000,6.00000000,0.00000000,0.00000000,0.00000000,3.00000000,0
6014,6.00000000,6.00000000,9.00000000,0.00000000,0.00000000,0.00000000,0
6015,4.00000000,14.00000000,4.00000000,0.00000000,0.00000000,2.00000000,0
6016,6.00000000,14.00000000,7.00000000,0.00000000,0.00000000,2.00000000,0
6017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6019,5.00000000,105.00000000,96.00000000,0.00000000,5.00000000,0.00000000,0
6020,30.00000000,270.00000000,394.00000000,0.00000000,27.00000000,0.00000000,0
6021,24.00000000,543.00000000,582.00000000,0.00000000,13.00000000,6.00000000,0
6022,24.00000000,466.00000000,493.00000000,1.00000000,15.00000000,5.00000000,0
6023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6026,10.00000000,10.00000000,15.00000000,0.00000000,0.00000000,0.00000000,0
6027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6039,1.00000000,6.00000000,4.00000000,0.00000000,1.00000000,0.00000000,1
6040,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6046,5.00000000,13.00000000,5.00000000,0.00000000,0.00000000,3.00000000,0
6047,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
6048,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0
6049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6055,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6060,11.00000000,240.00000000,351.00000000,0.00000000,10.00000000,0.00000000,0
6061,15.00000000,357.00000000,442.00000000,2.00000000,8.00000000,5.00000000,0
6062,19.00000000,603.00000000,563.00000000,0.00000000,19.00000000,0.00000000,1
6063,7.00000000,16.00000000,6.00000000,0.00000000,0.00000000,4.00000000,0
6064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6067,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
6068,5.00000000,11.00000000,2.00000000,0.00000000,0.00000000,4.00000000,0
6069,32.00000000,80.00000000,10.00000000,0.00000000,0.00000000,27.00000000,0
6070,16.00000000,40.00000000,4.00000000,0.00000000,0.00000000,14.00000000,0
6071,24.00000000,60.00000000,4.00000000,0.00000000,0.00000000,22.00000000,0
6072,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
6073,1.00000000,52.00000000,68.00000000,0.00000000,1.00000000,0.00000000,0
6074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6076,12.00000000,12.00000000,30.00000000,0.00000000,0.00000000,0.00000000,0
6077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6078,1.00000000,24.00000000,20.00000000,0.00000000,0.00000000,0.00000000,0
6079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6080,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
6081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6088,1.00000000,27.00000000,40.00000000,0.00000000,1.00000000,0.00000000,1
6089,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6091,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
6092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6094,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
6095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6096,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6098,1.00000000,32.00000000,45.00000000,0.00000000,1.00000000,0.00000000,0
6099,2.00000000,2.00000000,7.00000000,0.00000000,0.00000000,0.00000000,0
6100,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1
6101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6102,3.00000000,6.00000000,2.00000000,0.00000000,0.00000000,2.00000000,0
6103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6105,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6111,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6120,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6123,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
6124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6128,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
6131,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
6132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
