t,value,label
1362,0.00000000,0
1363,0.00000000,0
1364,1.00000000,0
1365,2.00000000,1
1366,1.00000000,1
1367,1.00000000,1
1368,1.00000000,1
1369,0.00000000,0
1370,0.00000000,0
1371,1.00000000,1
1372,0.00000000,0
1373,1.00000000,1
1374,0.00000000,0
1375,0.00000000,0
1376,0.00000000,0
1377,1.00000000,1
1378,0.00000000,0
1379,1.00000000,1
1380,0.00000000,0
1381,4.00000000,0
1382,0.00000000,0
1383,4.00000000,0
1384,1.00000000,0
1385,16.00000000,0
1386,0.00000000,0
1387,0.00000000,0
1388,0.00000000,0
1389,1.00000000,1
1390,0.00000000,0
1391,0.00000000,0
1392,0.00000000,0
1393,0.00000000,0
1394,1.00000000,1
1395,3.00000000,1
1396,0.00000000,0
1397,0.00000000,0
1398,0.00000000,0
1399,0.00000000,0
1400,0.00000000,0
1401,0.00000000,0
1402,0.00000000,0
1403,0.00000000,0
1404,0.00000000,0
1405,0.00000000,0
1406,3.00000000,0
1407,0.00000000,0
1408,0.00000000,0
1409,0.00000000,0
1410,1.00000000,1
1411,0.00000000,0
1412,0.00000000,0
1413,0.00000000,0
1414,2.00000000,1
1415,0.00000000,0
1416,0.00000000,0
1417,32.00000000,0
1418,11.00000000,0
1419,48.00000000,0
1420,28.00000000,0
1421,0.00000000,0
1422,2.00000000,0
1423,4.00000000,0
1424,2.00000000,0
1425,0.00000000,0
1426,0.00000000,0
1427,0.00000000,0
1428,0.00000000,0
1429,1.00000000,1
1430,5.00000000,0
1431,0.00000000,0
1432,0.00000000,0
1433,0.00000000,0
1434,1.00000000,0
1435,0.00000000,0
1436,1.00000000,1
1437,0.00000000,0
1438,0.00000000,0
1439,0.00000000,0
1440,0.00000000,0
1441,0.00000000,0
1442,0.00000000,0
1443,0.00000000,0
1444,0.00000000,0
1445,1.00000000,1
1446,0.00000000,0
1447,0.00000000,0
1448,0.00000000,0
1449,0.00000000,0
1450,0.00000000,0
1451,3.00000000,1
1452,0.00000000,0
1453,0.00000000,0
1454,0.00000000,0
1455,0.00000000,0
1456,4.00000000,0
1457,0.00000000,0
1458,16.00000000,1
1459,2.00000000,0
1460,2.00000000,1
1461,15.00000000,0
1462,40.00000000,0
1463,38.00000000,0
1464,0.00000000,0
1465,0.00000000,0
1466,2.00000000,1
1467,8.00000000,0
1468,0.00000000,0
1469,0.00000000,0
1470,18.00000000,0
1471,0.00000000,0
1472,0.00000000,0
1473,0.00000000,0
1474,0.00000000,0
1475,0.00000000,0
1476,0.00000000,0
1477,5.00000000,0
1478,2.00000000,0
1479,0.00000000,0
1480,0.00000000,0
1481,0.00000000,0
1482,2.00000000,0
1483,0.00000000,0
1484,3.00000000,1
1485,0.00000000,0
1486,0.00000000,0
1487,0.00000000,0
1488,1.00000000,0
1489,6.00000000,1
1490,2.00000000,1
1491,0.00000000,0
1492,4.00000000,0
1493,1.00000000,1
1494,13.00000000,1
1495,0.00000000,0
1496,6.00000000,1
1497,2.00000000,0
1498,2.00000000,0
1499,2.00000000,1
1500,0.00000000,0
1501,0.00000000,0
1502,8.00000000,1
1503,0.00000000,0
1504,0.00000000,0
1505,0.00000000,0
1506,6.00000000,1
1507,7.00000000,1
1508,2.00000000,1
1509,0.00000000,0
1510,0.00000000,0
1511,0.00000000,0
1512,0.00000000,0
1513,0.00000000,0
1514,0.00000000,0
1515,2.00000000,1
1516,0.00000000,0
1517,0.00000000,0
1518,4.00000000,1
1519,0.00000000,0
1520,0.00000000,0
1521,15.00000000,1
1522,0.00000000,0
1523,4.00000000,1
1524,2.00000000,1
1525,2.00000000,1
1526,0.00000000,0
1527,2.00000000,1
1528,0.00000000,0
1529,6.00000000,0
1530,5.00000000,1
1531,0.00000000,0
1532,0.00000000,0
1533,2.00000000,0
1534,0.00000000,0
1535,12.00000000,0
1536,0.00000000,0
1537,5.00000000,1
1538,2.00000000,0
1539,0.00000000,0
1540,1.00000000,0
1541,4.00000000,1
1542,0.00000000,0
1543,2.00000000,1
1544,2.00000000,0
1545,4.00000000,1
1546,2.00000000,0
1547,0.00000000,0
1548,9.00000000,1
1549,0.00000000,0
1550,0.00000000,0
1551,0.00000000,0
1552,4.00000000,1
1553,0.00000000,0
1554,0.00000000,0
1555,1.00000000,1
1556,0.00000000,0
1557,10.00000000,1
1558,0.00000000,0
1559,4.00000000,1
1560,0.00000000,0
1561,0.00000000,0
1562,10.00000000,1
1563,0.00000000,0
1564,2.00000000,1
1565,0.00000000,0
1566,1.00000000,1
1567,0.00000000,0
1568,0.00000000,0
1569,0.00000000,0
1570,2.00000000,1
1571,0.00000000,0
1572,13.00000000,1
1573,1.00000000,1
1574,0.00000000,0
1575,0.00000000,0
1576,11.00000000,1
1577,0.00000000,0
1578,6.00000000,1
1579,0.00000000,0
1580,1.00000000,0
1581,0.00000000,0
1582,0.00000000,0
1583,4.00000000,1
1584,9.00000000,1
1585,7.00000000,0
1586,22.00000000,1
1587,36.00000000,1
1588,25.00000000,1
1589,18.00000000,1
1590,24.00000000,0
1591,4.00000000,0
1592,12.00000000,1
1593,6.00000000,0
1594,0.00000000,0
1595,0.00000000,0
1596,3.00000000,1
1597,0.00000000,0
1598,3.00000000,1
1599,0.00000000,0
1600,6.00000000,1
1601,4.00000000,1
1602,0.00000000,0
1603,7.00000000,1
1604,0.00000000,0
1605,0.00000000,0
1606,2.00000000,1
1607,1.00000000,0
1608,0.00000000,0
1609,2.00000000,1
1610,0.00000000,0
1611,0.00000000,0
1612,1.00000000,0
1613,0.00000000,0
1614,0.00000000,0
1615,0.00000000,0
1616,0.00000000,0
1617,1.00000000,1
1618,3.00000000,0
1619,0.00000000,0
1620,0.00000000,0
1621,0.00000000,0
1622,0.00000000,0
1623,10.00000000,1
1624,0.00000000,0
1625,0.00000000,0
1626,0.00000000,0
1627,9.00000000,1
1628,4.00000000,1
1629,0.00000000,0
1630,4.00000000,1
1631,9.00000000,1
1632,7.00000000,0
1633,6.00000000,1
1634,4.00000000,0
1635,0.00000000,0
1636,8.00000000,1
1637,0.00000000,0
1638,0.00000000,0
1639,0.00000000,0
1640,12.00000000,1
1641,4.00000000,1
1642,1.00000000,1
1643,0.00000000,0
1644,0.00000000,0
1645,0.00000000,0
1646,0.00000000,0
1647,0.00000000,0
1648,77.00000000,0
1649,29.00000000,0
1650,21.00000000,0
1651,9.00000000,1
1652,4.00000000,1
1653,0.00000000,0
1654,14.00000000,1
1655,25.00000000,1
1656,3.00000000,1
1657,21.00000000,1
1658,3.00000000,1
1659,0.00000000,0
1660,5.00000000,0
1661,2.00000000,0
1662,0.00000000,0
1663,1.00000000,1
1664,8.00000000,1
1665,0.00000000,0
1666,3.00000000,1
1667,0.00000000,0
1668,0.00000000,0
1669,0.00000000,0
1670,0.00000000,0
1671,6.00000000,1
1672,2.00000000,1
1673,0.00000000,0
1674,6.00000000,1
1675,10.00000000,1
1676,7.00000000,1
1677,4.00000000,1
1678,0.00000000,0
1679,4.00000000,1
1680,0.00000000,0
1681,0.00000000,0
1682,6.00000000,1
1683,1.00000000,1
1684,1.00000000,1
1685,10.00000000,0
1686,3.00000000,0
1687,0.00000000,0
1688,0.00000000,0
1689,0.00000000,0
1690,0.00000000,0
1691,28.00000000,1
1692,0.00000000,0
1693,4.00000000,1
1694,0.00000000,0
1695,7.00000000,1
1696,2.00000000,1
1697,0.00000000,0
1698,2.00000000,1
1699,0.00000000,0
1700,0.00000000,0
1701,0.00000000,0
1702,0.00000000,0
1703,2.00000000,0
1704,3.00000000,0
1705,0.00000000,0
1706,13.00000000,1
1707,0.00000000,0
1708,4.00000000,0
1709,0.00000000,0
1710,16.00000000,1
1711,32.00000000,0
1712,22.00000000,1
1713,0.00000000,0
1714,1.00000000,1
1715,0.00000000,0
1716,14.00000000,0
1717,3.00000000,0
1718,8.00000000,1
1719,0.00000000,0
1720,7.00000000,1
1721,0.00000000,0
1722,10.00000000,1
1723,0.00000000,0
1724,0.00000000,0
1725,4.00000000,1
1726,3.00000000,0
1727,0.00000000,0
1728,0.00000000,0
1729,4.00000000,1
1730,1.00000000,0
1731,0.00000000,0
1732,2.00000000,1
1733,8.00000000,1
1734,7.00000000,1
1735,0.00000000,0
1736,1.00000000,0
1737,0.00000000,0
1738,6.00000000,1
1739,0.00000000,0
1740,0.00000000,0
1741,1.00000000,0
1742,2.00000000,1
1743,0.00000000,0
1744,0.00000000,0
1745,2.00000000,0
1746,0.00000000,0
1747,0.00000000,0
1748,0.00000000,0
1749,3.00000000,1
1750,2.00000000,1
1751,0.00000000,0
1752,1.00000000,1
1753,0.00000000,0
1754,0.00000000,0
1755,0.00000000,0
1756,6.00000000,1
1757,0.00000000,0
1758,1.00000000,1
1759,2.00000000,0
1760,4.00000000,1
1761,14.00000000,1
1762,0.00000000,0
1763,3.00000000,1
1764,2.00000000,0
1765,3.00000000,0
1766,8.00000000,1
1767,0.00000000,0
1768,2.00000000,1
1769,1.00000000,0
1770,10.00000000,1
1771,2.00000000,0
1772,0.00000000,0
1773,1.00000000,1
1774,10.00000000,1
1775,1.00000000,0
1776,3.00000000,1
1777,0.00000000,0
1778,0.00000000,0
1779,0.00000000,0
1780,0.00000000,0
1781,0.00000000,0
1782,0.00000000,0
1783,0.00000000,0
1784,0.00000000,0
1785,0.00000000,0
1786,0.00000000,0
1787,1.00000000,0
1788,12.00000000,1
1789,8.00000000,1
1790,210.00000000,1
1791,5.00000000,1
1792,1.00000000,1
1793,2.00000000,1
1794,0.00000000,0
1795,0.00000000,0
1796,1.00000000,1
1797,4.00000000,1
1798,5.00000000,1
1799,0.00000000,0
1800,0.00000000,0
1801,2.00000000,1
1802,0.00000000,0
1803,0.00000000,0
1804,0.00000000,0
1805,0.00000000,0
1806,0.00000000,0
1807,0.00000000,0
1808,6.00000000,1
1809,0.00000000,0
1810,0.00000000,0
1811,0.00000000,0
1812,0.00000000,0
1813,10.00000000,1
1814,0.00000000,0
1815,2.00000000,1
1816,5.00000000,1
1817,0.00000000,0
1818,0.00000000,0
1819,16.00000000,0
1820,14.00000000,1
1821,8.00000000,0
1822,12.00000000,0
1823,2.00000000,1
1824,0.00000000,0
1825,10.00000000,1
1826,2.00000000,1
1827,2.00000000,1
1828,0.00000000,0
1829,10.00000000,1
1830,2.00000000,1
1831,4.00000000,0
1832,0.00000000,0
1833,0.00000000,0
1834,33.00000000,1
1835,32.00000000,1
1836,22.00000000,0
1837,40.00000000,1
1838,1.00000000,0
1839,9.00000000,1
1840,10.00000000,1
1841,7.00000000,0
1842,3.00000000,0
1843,0.00000000,0
1844,2.00000000,1
1845,10.00000000,1
1846,3.00000000,1
1847,5.00000000,0
1848,2.00000000,1
1849,0.00000000,0
1850,0.00000000,0
1851,11.00000000,1
1852,4.00000000,1
1853,2.00000000,1
1854,0.00000000,0
1855,0.00000000,0
1856,8.00000000,1
1857,0.00000000,0
1858,2.00000000,1
1859,0.00000000,0
1860,1.00000000,0
1861,0.00000000,0
1862,1.00000000,1
1863,8.00000000,1
1864,0.00000000,0
1865,0.00000000,0
1866,0.00000000,0
1867,8.00000000,1
1868,6.00000000,1
1869,0.00000000,0
1870,4.00000000,1
1871,0.00000000,0
1872,0.00000000,0
1873,0.00000000,0
1874,0.00000000,0
1875,0.00000000,0
1876,6.00000000,1
1877,0.00000000,0
1878,0.00000000,0
1879,24.00000000,0
1880,38.00000000,0
1881,34.00000000,0
1882,1.00000000,0
1883,5.00000000,0
1884,0.00000000,0
1885,10.00000000,0
1886,5.00000000,1
1887,2.00000000,0
1888,2.00000000,1
1889,7.00000000,0
1890,0.00000000,0
1891,0.00000000,0
1892,0.00000000,0
1893,9.00000000,1
1894,4.00000000,0
1895,7.00000000,1
1896,12.00000000,1
1897,3.00000000,1
1898,3.00000000,1
1899,0.00000000,0
1900,6.00000000,1
1901,1.00000000,0
1902,0.00000000,0
1903,2.00000000,1
1904,0.00000000,0
1905,2.00000000,1
1906,4.00000000,1
1907,0.00000000,0
1908,2.00000000,1
1909,6.00000000,1
1910,2.00000000,1
1911,2.00000000,1
1912,0.00000000,0
1913,1.00000000,1
1914,0.00000000,0
1915,2.00000000,1
1916,1.00000000,0
1917,0.00000000,0
1918,3.00000000,1
1919,0.00000000,0
1920,0.00000000,0
1921,7.00000000,1
1922,9.00000000,1
1923,0.00000000,0
1924,2.00000000,1
1925,2.00000000,1
1926,1.00000000,1
1927,6.00000000,1
1928,0.00000000,0
1929,0.00000000,0
1930,0.00000000,0
1931,0.00000000,0
1932,0.00000000,0
1933,0.00000000,0
1934,0.00000000,0
1935,2.00000000,1
1936,0.00000000,0
1937,1.00000000,1
1938,0.00000000,0
1939,1.00000000,1
1940,0.00000000,0
1941,0.00000000,0
1942,6.00000000,1
1943,0.00000000,0
1944,1.00000000,1
1945,0.00000000,0
1946,2.00000000,1
1947,0.00000000,0
1948,0.00000000,0
1949,2.00000000,1
1950,4.00000000,0
1951,10.00000000,1
1952,11.00000000,0
1953,6.00000000,0
1954,0.00000000,0
1955,1.00000000,0
1956,6.00000000,1
1957,3.00000000,1
1958,18.00000000,1
1959,39.00000000,1
1960,35.00000000,1
1961,35.00000000,1
1962,6.00000000,0
1963,3.00000000,0
1964,7.00000000,0
1965,6.00000000,0
1966,2.00000000,0
1967,2.00000000,0
1968,0.00000000,0
1969,0.00000000,0
1970,0.00000000,0
1971,0.00000000,0
1972,0.00000000,0
1973,0.00000000,0
1974,0.00000000,0
1975,0.00000000,0
1976,0.00000000,0
1977,1.00000000,0
1978,0.00000000,0
1979,8.00000000,0
1980,0.00000000,0
1981,1.00000000,1
1982,0.00000000,0
1983,0.00000000,0
1984,1.00000000,0
1985,0.00000000,0
1986,0.00000000,0
1987,1.00000000,1
1988,0.00000000,0
1989,0.00000000,0
1990,0.00000000,0
1991,0.00000000,0
1992,0.00000000,0
1993,0.00000000,0
1994,0.00000000,0
1995,0.00000000,0
1996,6.00000000,0
1997,2.00000000,0
1998,7.00000000,0
1999,23.00000000,0
2000,28.00000000,0
2001,22.00000000,0
2002,43.00000000,0
2003,11.00000000,0
2004,0.00000000,0
2005,3.00000000,0
2006,3.00000000,0
2007,0.00000000,0
2008,11.00000000,0
2009,0.00000000,0
2010,2.00000000,0
2011,3.00000000,0
2012,10.00000000,0
2013,2.00000000,0
2014,1.00000000,1
2015,0.00000000,0
2016,7.00000000,0
2017,1.00000000,0
2018,3.00000000,0
2019,1.00000000,0
2020,0.00000000,0
2021,0.00000000,0
2022,3.00000000,0
2023,2.00000000,1
2024,0.00000000,0
2025,0.00000000,0
2026,0.00000000,0
2027,0.00000000,0
2028,0.00000000,0
2029,0.00000000,0
2030,2.00000000,0
2031,0.00000000,0
2032,0.00000000,0
2033,3.00000000,1
2034,0.00000000,0
2035,0.00000000,0
2036,0.00000000,0
2037,0.00000000,0
2038,0.00000000,0
2039,0.00000000,0
2040,0.00000000,0
2041,1.00000000,1
2042,1.00000000,1
2043,0.00000000,0
2044,2.00000000,1
2045,0.00000000,0
2046,1.00000000,0
2047,0.00000000,0
2048,0.00000000,0
2049,0.00000000,0
2050,8.00000000,0
2051,28.00000000,0
2052,16.00000000,0
2053,0.00000000,0
2054,0.00000000,0
2055,0.00000000,0
2056,0.00000000,0
2057,3.00000000,0
2058,0.00000000,0
2059,2.00000000,0
2060,0.00000000,0
2061,16.00000000,1
2062,0.00000000,0
2063,10.00000000,0
2064,2.00000000,0
2065,0.00000000,0
2066,0.00000000,0
2067,0.00000000,0
2068,0.00000000,0
2069,1.00000000,1
2070,0.00000000,0
2071,0.00000000,0
2072,6.00000000,0
2073,0.00000000,0
2074,0.00000000,0
2075,3.00000000,1
2076,0.00000000,0
2077,8.00000000,0
2078,0.00000000,0
2079,0.00000000,0
2080,0.00000000,0
2081,0.00000000,0
2082,10.00000000,0
2083,21.00000000,0
2084,18.00000000,0
2085,14.00000000,0
2086,0.00000000,0
2087,6.00000000,0
2088,1.00000000,1
2089,2.00000000,0
2090,0.00000000,0
2091,0.00000000,0
2092,2.00000000,1
2093,13.00000000,1
2094,5.00000000,1
2095,3.00000000,1
2096,0.00000000,0
2097,0.00000000,0
2098,0.00000000,0
2099,1.00000000,1
2100,0.00000000,0
2101,0.00000000,0
2102,1.00000000,0
2103,1.00000000,0
2104,1.00000000,1
2105,0.00000000,0
2106,0.00000000,0
2107,0.00000000,0
2108,1.00000000,0
2109,0.00000000,0
2110,17.00000000,0
2111,35.00000000,0
2112,44.00000000,0
2113,5.00000000,0
2114,1.00000000,0
2115,3.00000000,0
2116,16.00000000,0
2117,8.00000000,0
2118,30.00000000,0
2119,3.00000000,0
2120,0.00000000,0
2121,0.00000000,0
2122,1.00000000,0
2123,5.00000000,1
2124,1.00000000,1
2125,0.00000000,0
2126,0.00000000,0
2127,0.00000000,0
2128,1.00000000,0
2129,8.00000000,0
2130,0.00000000,0
2131,4.00000000,0
2132,8.00000000,0
2133,6.00000000,0
2134,0.00000000,0
2135,1.00000000,0
2136,0.00000000,0
2137,0.00000000,0
2138,1.00000000,0
2139,0.00000000,0
2140,0.00000000,0
2141,0.00000000,0
2142,0.00000000,0
2143,2.00000000,0
2144,1.00000000,1
2145,0.00000000,0
2146,0.00000000,0
2147,0.00000000,0
2148,0.00000000,0
2149,0.00000000,0
2150,4.00000000,0
2151,0.00000000,0
2152,0.00000000,0
2153,1.00000000,1
2154,0.00000000,0
2155,0.00000000,0
2156,0.00000000,0
2157,1.00000000,0
2158,0.00000000,0
2159,0.00000000,0
2160,0.00000000,0
2161,0.00000000,0
2162,0.00000000,0
2163,0.00000000,0
2164,0.00000000,0
2165,0.00000000,0
2166,0.00000000,0
2167,0.00000000,0
2168,0.00000000,0
2169,0.00000000,0
2170,4.00000000,0
2171,20.00000000,0
2172,22.00000000,0
2173,46.00000000,0
2174,2.00000000,0
2175,0.00000000,0
2176,0.00000000,0
2177,0.00000000,0
2178,0.00000000,0
2179,0.00000000,0
2180,0.00000000,0
2181,0.00000000,0
2182,0.00000000,0
2183,0.00000000,0
2184,0.00000000,0
2185,0.00000000,0
2186,0.00000000,0
2187,0.00000000,0
2188,0.00000000,0
2189,0.00000000,0
2190,0.00000000,0
2191,0.00000000,0
2192,0.00000000,0
2193,0.00000000,0
2194,0.00000000,0
2195,0.00000000,0
2196,0.00000000,0
2197,2.00000000,1
2198,0.00000000,0
2199,1.00000000,0
2200,0.00000000,0
2201,0.00000000,0
2202,0.00000000,0
2203,0.00000000,0
2204,0.00000000,0
2205,0.00000000,0
2206,0.00000000,0
2207,17.00000000,0
2208,43.00000000,1
2209,17.00000000,1
2210,4.00000000,1
2211,0.00000000,0
2212,0.00000000,0
2213,2.00000000,0
2214,4.00000000,0
2215,3.00000000,0
2216,0.00000000,0
2217,1.00000000,1
2218,0.00000000,0
2219,3.00000000,0
2220,5.00000000,0
2221,1.00000000,1
2222,2.00000000,0
2223,0.00000000,0
2224,2.00000000,0
2225,1.00000000,0
2226,0.00000000,0
2227,0.00000000,0
2228,10.00000000,0
2229,0.00000000,0
2230,1.00000000,1
2231,0.00000000,0
2232,4.00000000,0
2233,2.00000000,0
2234,0.00000000,0
2235,0.00000000,0
2236,0.00000000,0
2237,0.00000000,0
2238,0.00000000,0
2239,3.00000000,0
2240,0.00000000,0
2241,0.00000000,0
2242,0.00000000,0
2243,0.00000000,0
2244,0.00000000,0
2245,1.00000000,1
2246,0.00000000,0
2247,0.00000000,0
2248,0.00000000,0
2249,0.00000000,0
2250,0.00000000,0
2251,0.00000000,0
2252,0.00000000,0
2253,0.00000000,0
2254,3.00000000,0
2255,7.00000000,0
2256,0.00000000,0
2257,0.00000000,0
2258,0.00000000,0
2259,0.00000000,0
2260,0.00000000,0
2261,0.00000000,0
2262,0.00000000,0
2263,1.00000000,0
2264,0.00000000,0
2265,0.00000000,0
2266,0.00000000,0
2267,2.00000000,1
2268,0.00000000,0
2269,9.00000000,0
2270,0.00000000,0
2271,3.00000000,1
2272,0.00000000,0
2273,1.00000000,1
2274,3.00000000,1
2275,3.00000000,0
2276,0.00000000,0
2277,0.00000000,0
2278,0.00000000,0
2279,0.00000000,0
2280,1.00000000,1
2281,8.00000000,0
2282,17.00000000,0
2283,17.00000000,1
2284,0.00000000,0
2285,0.00000000,0
2286,0.00000000,0
2287,0.00000000,0
2288,0.00000000,0
2289,2.00000000,0
2290,0.00000000,0
2291,2.00000000,1
2292,2.00000000,0
2293,0.00000000,0
2294,0.00000000,0
2295,0.00000000,0
2296,0.00000000,0
2297,0.00000000,0
2298,3.00000000,0
2299,0.00000000,0
2300,0.00000000,0
2301,0.00000000,0
2302,0.00000000,0
2303,0.00000000,0
2304,3.00000000,1
2305,0.00000000,0
2306,2.00000000,0
2307,0.00000000,0
2308,0.00000000,0
2309,0.00000000,0
2310,0.00000000,0
2311,0.00000000,0
2312,0.00000000,0
2313,0.00000000,0
2314,0.00000000,0
2315,0.00000000,0
2316,0.00000000,0
2317,1.00000000,0
2318,0.00000000,0
2319,0.00000000,0
2320,0.00000000,0
2321,0.00000000,0
2322,0.00000000,0
2323,2.00000000,0
2324,3.00000000,1
2325,0.00000000,0
2326,2.00000000,1
2327,0.00000000,0
2328,0.00000000,0
2329,7.00000000,0
2330,0.00000000,0
2331,23.00000000,0
2332,98.00000000,0
2333,7.00000000,0
2334,0.00000000,0
2335,0.00000000,0
2336,0.00000000,0
2337,13.00000000,0
2338,0.00000000,0
2339,3.00000000,0
2340,0.00000000,0
2341,0.00000000,0
2342,12.00000000,0
2343,46.00000000,0
2344,20.00000000,0
2345,0.00000000,0
2346,0.00000000,0
2347,0.00000000,0
2348,3.00000000,0
2349,6.00000000,1
2350,0.00000000,0
2351,0.00000000,0
2352,0.00000000,0
2353,2.00000000,0
2354,0.00000000,0
2355,1.00000000,0
2356,0.00000000,0
2357,2.00000000,0
2358,2.00000000,0
2359,3.00000000,0
2360,0.00000000,0
2361,0.00000000,0
2362,0.00000000,0
2363,2.00000000,0
2364,0.00000000,0
2365,1.00000000,1
2366,0.00000000,0
2367,4.00000000,1
2368,0.00000000,0
2369,0.00000000,0
2370,0.00000000,0
2371,0.00000000,0
2372,0.00000000,0
2373,6.00000000,0
2374,0.00000000,0
2375,0.00000000,0
2376,0.00000000,0
2377,5.00000000,0
2378,7.00000000,1
2379,0.00000000,0
2380,0.00000000,0
2381,0.00000000,0
2382,2.00000000,0
2383,0.00000000,0
2384,0.00000000,0
2385,0.00000000,0
2386,0.00000000,0
2387,0.00000000,0
2388,0.00000000,0
2389,1.00000000,1
2390,1.00000000,0
2391,0.00000000,0
2392,0.00000000,0
2393,1.00000000,1
2394,1.00000000,0
2395,0.00000000,0
2396,0.00000000,0
2397,0.00000000,0
2398,3.00000000,1
2399,0.00000000,0
2400,0.00000000,0
2401,0.00000000,0
2402,0.00000000,0
2403,0.00000000,0
2404,0.00000000,0
2405,0.00000000,0
2406,0.00000000,0
2407,0.00000000,0
2408,0.00000000,0
2409,0.00000000,0
2410,0.00000000,0
2411,0.00000000,0
2412,1.00000000,0
2413,0.00000000,0
2414,0.00000000,0
2415,0.00000000,0
2416,0.00000000,0
2417,0.00000000,0
2418,2.00000000,1
2419,0.00000000,0
2420,0.00000000,0
2421,0.00000000,0
2422,0.00000000,0
2423,0.00000000,0
2424,0.00000000,0
2425,0.00000000,0
2426,0.00000000,0
2427,0.00000000,0
2428,0.00000000,0
2429,1.00000000,1
2430,0.00000000,0
2431,0.00000000,0
2432,0.00000000,0
2433,0.00000000,0
2434,0.00000000,0
2435,1.00000000,0
2436,0.00000000,0
2437,0.00000000,0
2438,0.00000000,0
2439,0.00000000,0
2440,0.00000000,0
2441,0.00000000,0
2442,0.00000000,0
2443,0.00000000,0
2444,2.00000000,0
2445,0.00000000,0
2446,3.00000000,0
2447,2.00000000,0
2448,8.00000000,0
2449,2.00000000,0
2450,0.00000000,0
2451,0.00000000,0
2452,0.00000000,0
2453,2.00000000,0
2454,0.00000000,0
2455,21.00000000,1
2456,27.00000000,0
2457,12.00000000,0
2458,4.00000000,0
2459,1.00000000,1
2460,0.00000000,0
2461,2.00000000,0
2462,6.00000000,0
2463,0.00000000,0
2464,1.00000000,0
2465,1.00000000,1
2466,0.00000000,0
2467,0.00000000,0
2468,0.00000000,0
2469,4.00000000,1
2470,2.00000000,0
2471,3.00000000,0
2472,3.00000000,0
2473,0.00000000,0
2474,0.00000000,0
2475,0.00000000,0
2476,0.00000000,0
2477,0.00000000,0
2478,0.00000000,0
2479,1.00000000,0
2480,0.00000000,0
2481,0.00000000,0
2482,0.00000000,0
2483,0.00000000,0
2484,0.00000000,0
2485,0.00000000,0
2486,0.00000000,0
2487,3.00000000,0
2488,0.00000000,0
2489,0.00000000,0
2490,0.00000000,0
2491,0.00000000,0
2492,0.00000000,0
2493,0.00000000,0
2494,0.00000000,0
2495,0.00000000,0
2496,0.00000000,0
2497,0.00000000,0
2498,2.00000000,1
2499,0.00000000,0
2500,0.00000000,0
2501,8.00000000,0
2502,8.00000000,0
2503,4.00000000,0
2504,0.00000000,0
2505,0.00000000,0
2506,0.00000000,0
2507,0.00000000,0
2508,0.00000000,0
2509,0.00000000,0
2510,1.00000000,1
2511,0.00000000,0
2512,0.00000000,0
2513,7.00000000,0
2514,16.00000000,0
2515,4.00000000,0
2516,0.00000000,0
2517,3.00000000,0
2518,0.00000000,0
2519,0.00000000,0
2520,0.00000000,0
2521,0.00000000,0
2522,0.00000000,0
2523,0.00000000,0
2524,3.00000000,0
2525,0.00000000,0
2526,0.00000000,0
2527,0.00000000,0
2528,0.00000000,0
2529,1.00000000,1
2530,1.00000000,1
2531,1.00000000,1
2532,0.00000000,0
2533,0.00000000,0
2534,0.00000000,0
2535,0.00000000,0
2536,0.00000000,0
2537,4.00000000,0
2538,8.00000000,1
2539,0.00000000,0
2540,1.00000000,1
2541,0.00000000,0
2542,0.00000000,0
2543,4.00000000,0
2544,0.00000000,0
2545,0.00000000,0
2546,1.00000000,1
2547,0.00000000,0
2548,0.00000000,0
2549,2.00000000,1
2550,0.00000000,0
2551,0.00000000,0
2552,0.00000000,0
2553,0.00000000,0
2554,0.00000000,0
2555,0.00000000,0
2556,0.00000000,0
2557,0.00000000,0
2558,0.00000000,0
2559,0.00000000,0
2560,0.00000000,0
2561,0.00000000,0
2562,0.00000000,0
2563,0.00000000,0
2564,0.00000000,0
2565,0.00000000,0
2566,0.00000000,0
2567,0.00000000,0
2568,0.00000000,0
2569,0.00000000,0
2570,2.00000000,0
2571,0.00000000,0
2572,5.00000000,0
2573,34.00000000,0
2574,28.00000000,0
2575,26.00000000,0
2576,0.00000000,0
2577,4.00000000,0
2578,0.00000000,0
2579,18.00000000,0
2580,37.00000000,0
2581,11.00000000,0
2582,14.00000000,1
2583,0.00000000,0
2584,2.00000000,0
2585,9.00000000,0
2586,4.00000000,0
2587,0.00000000,0
2588,0.00000000,0
2589,1238.00000000,1
2590,7766.00000000,1
2591,8077.00000000,1
2592,7798.00000000,1
2593,8170.00000000,1
2594,7894.00000000,1
2595,8085.00000000,1
2596,8124.00000000,1
2597,8066.00000000,1
2598,8087.00000000,1
2599,8045.00000000,1
2600,8126.00000000,1
2601,8059.00000000,1
2602,8027.00000000,1
2603,8031.00000000,1
2604,8072.00000000,1
2605,8063.00000000,1
2606,8017.00000000,1
2607,8197.00000000,1
2608,7996.00000000,1
2609,8158.00000000,1
2610,8038.00000000,1
2611,8016.00000000,1
2612,7484.00000000,1
