t,value,label,rolling_avg,avg_score,db4_detail,db4_score,avg_alert,db4_alert
355,1.00000000,1,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
356,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
357,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
358,0.00000000,0,0.18750000,-0.61317342,0.12940952,-0.47978205,0,0
359,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
360,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
361,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
362,1.00000000,0,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
363,0.00000000,0,0.12500000,-0.67449076,0.83651630,0.58412613,0,0
364,0.00000000,0,0.12500000,-0.67449076,0.22414387,-0.33724538,0,0
365,0.00000000,0,0.12500000,-0.67449076,0.12940952,-0.47978205,0,0
366,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
367,1.00000000,0,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
368,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
369,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
370,0.00000000,0,0.18750000,-0.61317342,0.12940952,-0.47978205,0,0
371,1.00000000,0,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
372,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
373,0.00000000,0,0.18750000,-0.61317342,0.22414387,-0.33724538,0,0
374,0.00000000,0,0.18750000,-0.61317342,0.12940952,-0.47978205,0,0
375,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
376,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
377,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
378,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
379,4.00000000,0,0.37500000,-0.42922139,1.93185165,2.23216045,0,0
380,0.00000000,0,0.37500000,-0.42922139,3.34606521,4.35997681,0,1
381,0.00000000,0,0.37500000,-0.42922139,0.89657547,0.67449076,0,0
382,0.00000000,0,0.37500000,-0.42922139,0.51763809,0.10434408,0,0
383,1.00000000,1,0.37500000,-0.42922139,0.48296291,0.05217204,0,0
384,1.00000000,1,0.43750000,-0.36790405,0.35355339,-0.14253667,0,0
385,0.00000000,0,0.43750000,-0.36790405,0.61237244,0.24688075,0,0
386,2.00000000,0,0.56250000,-0.24526937,1.31947922,1.31078893,0,0
387,0.00000000,0,0.50000000,-0.30658671,1.54362308,1.64803431,0,0
388,0.00000000,0,0.50000000,-0.30658671,0.44828774,0.00000000,0,0
389,0.00000000,0,0.50000000,-0.30658671,0.25881905,-0.28507334,0,0
390,0.00000000,0,0.50000000,-0.30658671,0.00000000,-0.67449076,0,0
391,0.00000000,0,0.50000000,-0.30658671,0.00000000,-0.67449076,0,0
392,0.00000000,0,0.50000000,-0.30658671,0.00000000,-0.67449076,0,0
393,1.00000000,1,0.56250000,-0.24526937,0.48296291,0.05217204,0,0
394,0.00000000,0,0.56250000,-0.24526937,0.83651630,0.58412613,0,0
395,0.00000000,0,0.31250000,-0.49053873,0.22414387,-0.33724538,0,0
396,0.00000000,0,0.31250000,-0.49053873,0.12940952,-0.47978205,0,0
397,2.00000000,1,0.43750000,-0.36790405,0.96592583,0.77883484,0,0
398,4.00000000,0,0.68750000,-0.12263468,0.25881905,-0.28507334,0,0
399,0.00000000,0,0.62500000,-0.18395203,2.89777748,3.68548605,0,0
400,0.00000000,0,0.56250000,-0.24526937,1.15539452,1.06390818,0,0
401,0.00000000,0,0.56250000,-0.24526937,0.51763809,0.10434408,0,0
402,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
403,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
404,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
405,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
406,1.00000000,1,0.50000000,-0.30658671,0.48296291,0.05217204,0,0
407,0.00000000,0,0.50000000,-0.30658671,0.83651630,0.58412613,0,0
408,0.00000000,0,0.50000000,-0.30658671,0.22414387,-0.33724538,0,0
409,3.00000000,0,0.62500000,-0.18395203,1.57829826,1.70020636,0,0
410,0.00000000,0,0.62500000,-0.18395203,2.50954891,3.10135992,0,0
411,3.00000000,0,0.81250000,0.00000000,2.12132034,2.51723378,0,0
412,0.00000000,0,0.81250000,0.00000000,2.12132034,2.51723378,0,0
413,0.00000000,0,0.68750000,-0.12263468,0.67243160,0.33724538,0,0
414,0.00000000,0,0.43750000,-0.36790405,0.38822857,-0.09036463,0,0
415,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
416,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
417,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
418,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
419,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
420,2.00000000,1,0.56250000,-0.24526937,0.96592583,0.77883484,0,0
421,1.00000000,1,0.62500000,-0.18395203,1.19006969,1.11608022,0,0
422,0.00000000,0,0.56250000,-0.24526937,0.38822857,-0.09036463,0,0
423,0.00000000,0,0.56250000,-0.24526937,0.48296291,0.05217204,0,0
424,8.00000000,0,1.06250000,0.24526937,3.99311283,5.33352036,0,1
425,73.00000000,0,5.43750000,4.53748329,28.56416223,42.30295860,1,1
426,14.00000000,0,6.31250000,5.39592608,52.51105844,78.33330009,1,1
427,42.00000000,0,8.75000000,7.78730240,25.97099265,38.40129282,1,1
428,0.00000000,0,8.75000000,7.78730240,22.54877546,33.25224749,1,1
429,0.00000000,0,8.75000000,7.78730240,11.22577577,16.21573714,1,1
430,0.00000000,0,8.75000000,7.78730240,5.43519995,7.50327509,1,1
431,10.00000000,0,9.37500000,8.40047582,4.82962913,6.59213725,1,1
432,0.00000000,0,9.37500000,8.40047582,8.36516304,11.91167816,1,1
433,0.00000000,0,9.37500000,8.40047582,2.24143868,2.69796304,1,0
434,0.00000000,0,9.37500000,8.40047582,1.29409523,1.27259635,1,0
435,0.00000000,0,9.37500000,8.40047582,0.00000000,-0.67449076,1,0
436,1.00000000,1,9.31250000,8.33915848,0.48296291,0.05217204,1,0
437,0.00000000,0,9.25000000,8.27784114,0.83651630,0.58412613,1,0
438,0.00000000,0,9.25000000,8.27784114,0.22414387,-0.33724538,1,0
439,0.00000000,0,9.25000000,8.27784114,0.12940952,-0.47978205,1,0
440,0.00000000,0,8.75000000,7.78730240,0.00000000,-0.67449076,1,0
441,0.00000000,0,4.18750000,3.31113646,0.00000000,-0.67449076,0,0
442,0.00000000,0,3.31250000,2.45269367,0.00000000,-0.67449076,0,0
443,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
444,1.00000000,0,0.75000000,-0.06131734,0.48296291,0.05217204,0,0
445,2.00000000,0,0.87500000,0.06131734,0.12940952,-0.47978205,0,0
446,0.00000000,0,0.87500000,0.06131734,1.44888874,1.50549764,0,0
447,0.00000000,0,0.25000000,-0.55185608,0.57769726,0.19470871,0,0
448,0.00000000,0,0.25000000,-0.55185608,0.25881905,-0.28507334,0,0
449,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
450,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
451,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
452,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
453,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
454,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
455,1.00000000,0,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
456,0.00000000,0,0.25000000,-0.55185608,0.83651630,0.58412613,0,0
457,0.00000000,0,0.25000000,-0.55185608,0.22414387,-0.33724538,0,0
458,0.00000000,0,0.25000000,-0.55185608,0.12940952,-0.47978205,0,0
459,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
460,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
461,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
462,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
463,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
464,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
465,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
466,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
467,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
468,3.00000000,0,0.25000000,-0.55185608,1.44888874,1.50549764,0,0
469,0.00000000,0,0.25000000,-0.55185608,2.50954891,3.10135992,0,0
470,0.00000000,0,0.25000000,-0.55185608,0.67243160,0.33724538,0,0
471,0.00000000,0,0.18750000,-0.61317342,0.38822857,-0.09036463,0,0
472,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
473,1.00000000,0,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
474,1.00000000,1,0.31250000,-0.49053873,0.35355339,-0.14253667,0,0
475,0.00000000,0,0.31250000,-0.49053873,0.61237244,0.24688075,0,0
476,0.00000000,0,0.31250000,-0.49053873,0.35355339,-0.14253667,0,0
477,0.00000000,0,0.31250000,-0.49053873,0.12940952,-0.47978205,0,0
478,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
479,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
480,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
481,2.00000000,1,0.43750000,-0.36790405,0.96592583,0.77883484,0,0
482,0.00000000,0,0.43750000,-0.36790405,1.67303261,1.84274302,0,0
483,0.00000000,0,0.43750000,-0.36790405,0.44828774,0.00000000,0,0
484,0.00000000,0,0.25000000,-0.55185608,0.25881905,-0.28507334,0,0
485,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
486,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
487,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
488,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
489,1.00000000,1,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
490,0.00000000,0,0.18750000,-0.61317342,0.83651630,0.58412613,0,0
491,1.00000000,1,0.25000000,-0.55185608,0.70710678,0.38941742,0,0
492,1.00000000,1,0.31250000,-0.49053873,0.22414387,-0.33724538,0,0
493,0.00000000,0,0.31250000,-0.49053873,0.61237244,0.24688075,0,0
494,2.00000000,0,0.43750000,-0.36790405,1.31947922,1.31078893,0,0
495,0.00000000,0,0.43750000,-0.36790405,1.54362308,1.64803431,0,0
496,0.00000000,0,0.43750000,-0.36790405,0.44828774,0.00000000,0,0
497,0.00000000,0,0.31250000,-0.49053873,0.25881905,-0.28507334,0,0
498,2.00000000,1,0.43750000,-0.36790405,0.96592583,0.77883484,0,0
499,0.00000000,0,0.43750000,-0.36790405,1.67303261,1.84274302,0,0
500,0.00000000,0,0.43750000,-0.36790405,0.44828774,0.00000000,0,0
501,0.00000000,0,0.43750000,-0.36790405,0.25881905,-0.28507334,0,0
502,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
503,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
504,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
505,1.00000000,1,0.43750000,-0.36790405,0.48296291,0.05217204,0,0
506,0.00000000,0,0.43750000,-0.36790405,0.83651630,0.58412613,0,0
507,0.00000000,0,0.37500000,-0.42922139,0.22414387,-0.33724538,0,0
508,0.00000000,0,0.31250000,-0.49053873,0.12940952,-0.47978205,0,0
509,0.00000000,0,0.31250000,-0.49053873,0.00000000,-0.67449076,0,0
510,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
511,1.00000000,1,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
512,0.00000000,0,0.25000000,-0.55185608,0.83651630,0.58412613,0,0
513,0.00000000,0,0.25000000,-0.55185608,0.22414387,-0.33724538,0,0
514,0.00000000,0,0.12500000,-0.67449076,0.12940952,-0.47978205,0,0
515,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
516,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
517,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
518,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
519,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
520,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
521,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
522,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
523,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
524,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
525,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
526,2.00000000,1,0.18750000,-0.61317342,0.96592583,0.77883484,0,0
527,2.00000000,1,0.25000000,-0.55185608,0.70710678,0.38941742,0,0
528,1.00000000,0,0.31250000,-0.49053873,0.74178196,0.44158946,0,0
529,1.00000000,0,0.37500000,-0.42922139,0.35355339,-0.14253667,0,0
530,1.00000000,1,0.43750000,-0.36790405,0.12940952,-0.47978205,0,0
531,0.00000000,0,0.43750000,-0.36790405,0.48296291,0.05217204,0,0
532,0.00000000,0,0.43750000,-0.36790405,0.35355339,-0.14253667,0,0
533,0.00000000,0,0.43750000,-0.36790405,0.12940952,-0.47978205,0,0
534,1.00000000,1,0.50000000,-0.30658671,0.48296291,0.05217204,0,0
535,1.00000000,0,0.56250000,-0.24526937,0.35355339,-0.14253667,0,0
536,0.00000000,0,0.56250000,-0.24526937,0.61237244,0.24688075,0,0
537,0.00000000,0,0.56250000,-0.24526937,0.35355339,-0.14253667,0,0
538,0.00000000,0,0.56250000,-0.24526937,0.12940952,-0.47978205,0,0
539,0.00000000,0,0.56250000,-0.24526937,0.00000000,-0.67449076,0,0
540,2.00000000,0,0.68750000,-0.12263468,0.96592583,0.77883484,0,0
541,0.00000000,0,0.68750000,-0.12263468,1.67303261,1.84274302,0,0
542,3.00000000,0,0.75000000,-0.06131734,1.89717648,2.17998840,0,0
543,0.00000000,0,0.62500000,-0.18395203,2.25072987,2.71194249,0,0
544,0.00000000,0,0.56250000,-0.24526937,0.67243160,0.33724538,0,0
545,0.00000000,0,0.50000000,-0.30658671,0.38822857,-0.09036463,0,0
546,0.00000000,0,0.43750000,-0.36790405,0.00000000,-0.67449076,0,0
547,3.00000000,0,0.62500000,-0.18395203,1.44888874,1.50549764,0,0
548,0.00000000,0,0.62500000,-0.18395203,2.50954891,3.10135992,0,0
549,14.00000000,1,1.50000000,0.67449076,7.43391239,10.51052460,0,1
550,12.00000000,0,2.18750000,1.34898152,5.52744473,7.64206598,0,1
551,35.00000000,0,4.31250000,3.43377114,10.00352047,14.37673990,0,1
552,33.00000000,1,6.37500000,5.45724342,8.83883476,12.62436150,1,1
553,0.00000000,0,6.37500000,5.45724342,18.20708837,26.71977385,1,1
554,6.00000000,1,6.75000000,5.82514747,14.82385841,21.62938846,1,1
555,6.00000000,0,7.12500000,6.19305152,2.14919390,2.55917215,1,0
556,6.00000000,0,7.37500000,6.43832089,0.77645714,0.49376151,1,0
557,15.00000000,0,8.31250000,7.35808101,4.34666622,5.86547445,1,1
558,0.00000000,0,8.12500000,7.17412899,10.42642421,15.01303807,1,1
559,0.00000000,0,8.12500000,7.17412899,4.13861516,5.55244220,1,1
560,3.00000000,0,8.31250000,7.35808101,3.39003158,4.42612831,1,1
561,0.00000000,0,8.31250000,7.35808101,2.50954891,3.10135992,1,0
562,4.00000000,0,8.56250000,7.60335038,2.60428326,3.24389658,1,0
563,0.00000000,0,8.37500000,7.41939835,2.95783665,3.77585068,1,0
564,0.00000000,0,8.37500000,7.41939835,0.89657547,0.67449076,1,0
565,0.00000000,0,7.50000000,6.56095557,0.51763809,0.10434408,1,0
566,0.00000000,0,6.75000000,5.82514747,0.00000000,-0.67449076,1,0
567,0.00000000,0,4.56250000,3.67904051,0.00000000,-0.67449076,0,0
568,0.00000000,0,2.50000000,1.65556823,0.00000000,-0.67449076,0,0
569,1.00000000,1,2.56250000,1.71688557,0.48296291,0.05217204,0,0
570,0.00000000,0,2.18750000,1.34898152,0.83651630,0.58412613,0,0
571,1.00000000,1,1.87500000,1.04239481,0.70710678,0.38941742,0,0
572,0.00000000,0,1.50000000,0.67449076,0.70710678,0.38941742,0,0
573,0.00000000,0,0.56250000,-0.24526937,0.22414387,-0.33724538,0,0
574,0.00000000,0,0.56250000,-0.24526937,0.12940952,-0.47978205,0,0
575,0.00000000,0,0.56250000,-0.24526937,0.00000000,-0.67449076,0,0
576,0.00000000,0,0.37500000,-0.42922139,0.00000000,-0.67449076,0,0
577,0.00000000,0,0.37500000,-0.42922139,0.00000000,-0.67449076,0,0
578,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
579,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
580,2.00000000,1,0.25000000,-0.55185608,0.96592583,0.77883484,0,0
581,0.00000000,0,0.25000000,-0.55185608,1.67303261,1.84274302,0,0
582,0.00000000,0,0.25000000,-0.55185608,0.44828774,0.00000000,0,0
583,0.00000000,0,0.25000000,-0.55185608,0.25881905,-0.28507334,0,0
584,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
585,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
586,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
587,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
588,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
589,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
590,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
591,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
592,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
593,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
594,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
595,5.00000000,0,0.43750000,-0.36790405,2.41481457,2.95882325,0,0
596,12.00000000,0,1.06250000,0.24526937,1.61297344,1.75237840,0,0
597,12.00000000,0,1.81250000,0.98107747,3.12192135,4.02273143,0,1
598,8.00000000,0,2.31250000,1.47161620,2.83771831,3.59512142,0,0
599,0.00000000,0,2.31250000,1.47161620,2.44948974,3.01099529,0,0
600,0.00000000,0,2.31250000,1.47161620,3.34606521,4.35997681,0,1
601,0.00000000,0,2.31250000,1.47161620,1.03527618,0.88317893,0,0
602,1.00000000,1,2.37500000,1.53293354,0.48296291,0.05217204,0,0
603,0.00000000,0,2.37500000,1.53293354,0.83651630,0.58412613,0,0
604,0.00000000,0,2.37500000,1.53293354,0.22414387,-0.33724538,0,0
605,0.00000000,0,2.37500000,1.53293354,0.12940952,-0.47978205,0,0
606,0.00000000,0,2.37500000,1.53293354,0.00000000,-0.67449076,0,0
607,0.00000000,0,2.37500000,1.53293354,0.00000000,-0.67449076,0,0
608,0.00000000,0,2.37500000,1.53293354,0.00000000,-0.67449076,0,0
609,1.00000000,1,2.43750000,1.59425089,0.48296291,0.05217204,0,0
610,0.00000000,0,2.43750000,1.59425089,0.83651630,0.58412613,0,0
611,0.00000000,0,2.12500000,1.28766418,0.22414387,-0.33724538,0,0
612,0.00000000,0,1.37500000,0.55185608,0.12940952,-0.47978205,0,0
613,0.00000000,0,0.62500000,-0.18395203,0.00000000,-0.67449076,0,0
614,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
615,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
616,1.00000000,1,0.18750000,-0.61317342,0.48296291,0.05217204,0,0
617,1.00000000,0,0.25000000,-0.55185608,0.35355339,-0.14253667,0,0
618,1.00000000,0,0.25000000,-0.55185608,0.12940952,-0.47978205,0,0
619,0.00000000,0,0.25000000,-0.55185608,0.48296291,0.05217204,0,0
620,0.00000000,0,0.25000000,-0.55185608,0.35355339,-0.14253667,0,0
621,0.00000000,0,0.25000000,-0.55185608,0.12940952,-0.47978205,0,0
622,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
623,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
624,1.00000000,0,0.31250000,-0.49053873,0.48296291,0.05217204,0,0
625,0.00000000,0,0.25000000,-0.55185608,0.83651630,0.58412613,0,0
626,0.00000000,0,0.25000000,-0.55185608,0.22414387,-0.33724538,0,0
627,0.00000000,0,0.25000000,-0.55185608,0.12940952,-0.47978205,0,0
628,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
629,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
630,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
631,0.00000000,0,0.25000000,-0.55185608,0.00000000,-0.67449076,0,0
632,0.00000000,0,0.18750000,-0.61317342,0.00000000,-0.67449076,0,0
633,0.00000000,0,0.12500000,-0.67449076,0.00000000,-0.67449076,0,0
634,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
635,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
636,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
637,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
638,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
639,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
640,1.00000000,0,0.06250000,-0.73580810,0.48296291,0.05217204,0,0
641,0.00000000,0,0.06250000,-0.73580810,0.83651630,0.58412613,0,0
642,1.00000000,1,0.12500000,-0.67449076,0.70710678,0.38941742,0,0
643,0.00000000,0,0.12500000,-0.67449076,0.70710678,0.38941742,0,0
644,0.00000000,0,0.12500000,-0.67449076,0.22414387,-0.33724538,0,0
645,3.00000000,0,0.31250000,-0.49053873,1.57829826,1.70020636,0,0
646,0.00000000,0,0.31250000,-0.49053873,2.50954891,3.10135992,0,0
647,0.00000000,0,0.31250000,-0.49053873,0.67243160,0.33724538,0,0
648,5.00000000,0,0.62500000,-0.18395203,2.80304313,3.54294938,0,0
649,4.00000000,0,0.87500000,0.06131734,2.25072987,2.71194249,0,0
650,0.00000000,0,0.87500000,0.06131734,2.22534587,2.67374991,0,0
651,0.00000000,0,0.87500000,0.06131734,1.54362308,1.64803431,0,0
652,0.00000000,0,0.87500000,0.06131734,0.51763809,0.10434408,0,0
653,1.00000000,1,0.93750000,0.12263468,0.48296291,0.05217204,0,0
654,0.00000000,0,0.93750000,0.12263468,0.83651630,0.58412613,0,0
655,0.00000000,0,0.93750000,0.12263468,0.22414387,-0.33724538,0,0
656,0.00000000,0,0.87500000,0.06131734,0.12940952,-0.47978205,0,0
657,0.00000000,0,0.87500000,0.06131734,0.00000000,-0.67449076,0,0
658,0.00000000,0,0.81250000,0.00000000,0.00000000,-0.67449076,0,0
659,0.00000000,0,0.81250000,0.00000000,0.00000000,-0.67449076,0,0
660,0.00000000,0,0.81250000,0.00000000,0.00000000,-0.67449076,0,0
661,5.00000000,1,0.93750000,0.12263468,2.41481457,2.95882325,0,0
662,1.00000000,0,1.00000000,0.18395203,3.69961861,4.89193090,0,1
663,0.00000000,0,1.00000000,0.18395203,0.28420304,-0.24688075,0,0
664,0.00000000,0,0.68750000,-0.12263468,0.87119148,0.63629817,0,0
665,1.00000000,0,0.50000000,-0.30658671,0.61237244,0.24688075,0,0
666,2.00000000,0,0.62500000,-0.18395203,0.12940952,-0.47978205,0,0
667,8.00000000,0,1.12500000,0.30658671,2.41481457,2.95882325,0,0
668,0.00000000,0,1.12500000,0.30658671,6.11443317,8.52524490,0,1
669,0.00000000,0,1.06250000,0.24526937,2.05196999,2.41288970,0,0
670,0.00000000,0,1.06250000,0.24526937,1.03527618,0.88317893,0,0
671,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
672,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
673,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
674,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
675,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
676,0.00000000,0,1.06250000,0.24526937,0.00000000,-0.67449076,0,0
677,0.00000000,0,0.75000000,-0.06131734,0.00000000,-0.67449076,0,0
678,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
679,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
680,0.00000000,0,0.68750000,-0.12263468,0.00000000,-0.67449076,0,0
681,1.00000000,1,0.68750000,-0.12263468,0.48296291,0.05217204,0,0
682,0.00000000,0,0.56250000,-0.24526937,0.83651630,0.58412613,0,0
683,0.00000000,0,0.06250000,-0.73580810,0.22414387,-0.33724538,0,0
684,0.00000000,0,0.06250000,-0.73580810,0.12940952,-0.47978205,0,0
685,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
686,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
687,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
688,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
689,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
690,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
691,0.00000000,0,0.06250000,-0.73580810,0.00000000,-0.67449076,0,0
692,1.00000000,1,0.12500000,-0.67449076,0.48296291,0.05217204,0,0
693,0.00000000,0,0.12500000,-0.67449076,0.83651630,0.58412613,0,0
694,13.00000000,0,0.93750000,0.12263468,6.50266174,9.10937104,0,1
695,14.00000000,0,1.81250000,0.98107747,3.98382164,5.31954091,0,1
696,32.00000000,0,3.81250000,2.94323240,6.65745525,9.34227233,0,1
697,19.00000000,0,4.93750000,4.04694456,12.77188842,18.54200800,1,1
698,0.00000000,0,4.93750000,4.04694456,6.90947268,9.72145608,1,1
699,0.00000000,0,4.93750000,4.04694456,8.39983821,11.96385020,1,1
700,2.00000000,0,5.06250000,4.16957924,3.42470675,4.47830035,1,1
701,0.00000000,0,5.06250000,4.16957924,1.67303261,1.84274302,1,0
702,3.00000000,0,5.25000000,4.35353127,1.89717648,2.17998840,1,0
703,0.00000000,0,5.25000000,4.35353127,2.25072987,2.71194249,1,0
704,0.00000000,0,5.25000000,4.35353127,0.67243160,0.33724538,1,0
705,0.00000000,0,5.25000000,4.35353127,0.38822857,-0.09036463,1,0
706,0.00000000,0,5.25000000,4.35353127,0.00000000,-0.67449076,1,0
707,6.00000000,1,5.62500000,4.72143532,2.89777748,3.68548605,1,0
708,1.00000000,0,5.62500000,4.72143532,4.53613491,6.15054779,1,1
709,2.00000000,0,5.75000000,4.84407000,1.47427273,1.54369023,1,0
